TimeSlice	Time	hip_L_deg	knee_L_deg	ankle_L_deg	hip_R_deg	knee_R_deg	ankle_R_deg	RG_L_stance	RG_L_inhabit	RG_R_stance	PF_L_hip_ext	PF_L_knee	PF_L_dorsi	MN_L_hip_ext	MN_L_knee_ext
144	0.0288	2.54359	2.85403	-4.98424	4.8597	8.84057	-11.6524	-0.058863	-0.0540182	-0.0604395	-0.0569639	-0.0592361	-0.0587544	-0.0620502	-0.0661631
145	0.029	2.54359	2.85403	-4.98424	4.8597	8.84057	-11.6524	-0.0590532	-0.0540175	-0.060429	-0.0567589	-0.0591809	-0.0590053	-0.0620225	-0.0661608
146	0.0292	2.54359	2.85403	-4.98424	4.8597	8.84057	-11.6524	-0.0590275	-0.0540168	-0.0603257	-0.0567602	-0.0589685	-0.0591279	-0.061995	-0.0661584
147	0.0294	2.54359	2.85403	-4.98424	4.8597	8.84057	-11.6524	-0.0590321	-0.0540161	-0.0600927	-0.0569572	-0.058895	-0.0589533	-0.0619677	-0.0661558
148	0.0296	2.54359	2.85403	-4.98424	4.8597	8.84057	-11.6524	-0.0588004	-0.0540155	-0.0599638	-0.0567334	-0.0587747	-0.0590251	-0.0619406	-0.0661531
149	0.0298	2.56558	2.62227	-4.9832	5.12166	9.25483	-12.0667	-0.0586548	-0.0540149	-0.0597987	-0.056703	-0.0586005	-0.059063	-0.0619138	-0.0661502
150	0.03	2.56558	2.62227	-4.9832	5.12166	9.25483	-12.0667	-0.0585981	-0.0540143	-0.0596869	-0.0564839	-0.0586099	-0.0589858	-0.0618872	-0.0661471
151	0.0302	2.56558	2.62227	-4.9832	5.12166	9.25483	-12.0667	-0.0583897	-0.0540137	-0.0599206	-0.0564311	-0.0584304	-0.0590177	-0.0618609	-0.066144
152	0.0304	2.56558	2.62227	-4.9832	5.12166	9.25483	-12.0667	-0.0583863	-0.0540132	-0.0601128	-0.0564029	-0.0583044	-0.0588364	-0.0618348	-0.0661407
153	0.0306	2.56558	2.62227	-4.9832	5.12166	9.25483	-12.0667	-0.0584906	-0.0540127	-0.0598593	-0.0565954	-0.0582122	-0.0588664	-0.0618089	-0.0661373
154	0.0308	2.58425	2.38133	-4.98064	5.37695	9.63632	-12.7829	-0.0585833	-0.0540122	-0.0596578	-0.0563504	-0.0580903	-0.0588824	-0.0617833	-0.0661337
155	0.031	2.58425	2.38133	-4.98064	5.37695	9.63632	-12.7829	-0.0586594	-0.0540117	-0.0597263	-0.0564007	-0.0583087	-0.0587751	-0.0617579	-0.0661301
156	0.0312	2.58425	2.38133	-4.98064	5.37695	9.63632	-12.7829	-0.0585167	-0.0540112	-0.059755	-0.0562627	-0.0583796	-0.0589309	-0.0617328	-0.0661264
157	0.0314	2.58425	2.38133	-4.98064	5.37695	9.63632	-12.7829	-0.0583684	-0.0540108	-0.0599092	-0.0564339	-0.0581549	-0.0590227	-0.0617079	-0.0661226
158	0.0316	2.58425	2.38133	-4.98064	5.37695	9.63632	-12.7829	-0.0583139	-0.0540104	-0.0598622	-0.0562298	-0.0580174	-0.0588758	-0.0616833	-0.0661187
159	0.0318	2.60041	2.13378	-4.97826	5.62725	9.99253	-13.742	-0.0583194	-0.05401	-0.0599319	-0.0563224	-0.0578328	-0.0587119	-0.0616589	-0.0661147
160	0.032	2.60041	2.13378	-4.97826	5.62725	9.99253	-13.742	-0.0581231	-0.0540096	-0.0600511	-0.0564726	-0.0580282	-0.0588356	-0.0616348	-0.0661106
161	0.0322	2.60041	2.13378	-4.97826	5.62725	9.99253	-13.742	-0.057952	-0.0540092	-0.0601976	-0.0563953	-0.0577923	-0.0589568	-0.0616109	-0.0661065
162	0.0324	2.60041	2.13378	-4.97826	5.62725	9.99253	-13.742	-0.0580188	-0.0540088	-0.0603472	-0.056244	-0.0579061	-0.0590566	-0.0615873	-0.0661023
163	0.0326	2.60041	2.13378	-4.97826	5.62725	9.99253	-13.742	-0.0578844	-0.0540085	-0.0602039	-0.0563955	-0.0578104	-0.0587627	-0.0615639	-0.066098
164	0.0328	2.61617	1.88232	-4.97617	5.87616	10.3324	-14.8852	-0.057944	-0.0540082	-0.0603418	-0.0564627	-0.0579945	-0.0587569	-0.0615408	-0.0660937
165	0.033	2.61617	1.88232	-4.97617	5.87616	10.3324	-14.8852	-0.05794	-0.0540078	-0.0603785	-0.0562133	-0.057951	-0.0587792	-0.0615179	-0.0660893
166	0.0332	2.61617	1.88232	-4.97617	5.87616	10.3324	-14.8852	-0.05799	-0.0540075	-0.0600799	-0.0564571	-0.0580575	-0.0587473	-0.0614953	-0.0660848
167	0.0334	2.61617	1.88232	-4.97617	5.87616	10.3324	-14.8852	-0.0577192	-0.0540072	-0.0600541	-0.0562465	-0.0578796	-0.0587288	-0.061473	-0.0660804
168	0.0336	2.61617	1.88232	-4.97617	5.87616	10.3324	-14.8852	-0.0575475	-0.054007	-0.0602072	-0.0562906	-0.0577361	-0.0586479	-0.0614508	-0.0660758
169	0.0338	2.63337	1.62936	-4.97429	6.1268	10.663	-16.1705	-0.0575447	-0.0540067	-0.0603216	-0.0564795	-0.0578816	-0.0585632	-0.061429	-0.0660712
170	0.034	2.63337	1.62936	-4.97429	6.1268	10.663	-16.1705	-0.057265	-0.0540064	-0.0600761	-0.0566323	-0.0580426	-0.058716	-0.0614074	-0.0660666
171	0.0342	2.63337	1.62936	-4.97429	6.1268	10.663	-16.1705	-0.0570412	-0.0540062	-0.0599283	-0.0567654	-0.0582343	-0.0583778	-0.061386	-0.066062
172	0.0344	2.63337	1.62936	-4.97429	6.1268	10.663	-16.1705	-0.0567841	-0.0540059	-0.0598064	-0.0568022	-0.0581281	-0.0584007	-0.0613649	-0.0660573
173	0.0346	2.63337	1.62936	-4.97429	6.1268	10.663	-16.1705	-0.056531	-0.0540057	-0.0595257	-0.0569455	-0.058303	-0.0585429	-0.061344	-0.0660525
174	0.0348	2.65367	1.37701	-4.9726	6.38226	10.9944	-17.5091	-0.0564102	-0.0540055	-0.0595783	-0.0571494	-0.0582994	-0.0586735	-0.0613234	-0.0660478
175	0.035	2.65367	1.37701	-4.9726	6.38226	10.9944	-17.5091	-0.0565196	-0.0540053	-0.0595399	-0.0570014	-0.0582349	-0.0584566	-0.061303	-0.066043
176	0.0352	2.65367	1.37701	-4.9726	6.38226	10.9944	-17.5091	-0.0564301	-0.054005	-0.0595562	-0.0569847	-0.0583957	-0.0581401	-0.0612829	-0.0660381
177	0.0354	2.65367	1.37701	-4.9726	6.38226	10.9944	-17.5091	-0.0563289	-0.0540049	-0.0595093	-0.0567235	-0.0584059	-0.0581234	-0.061263	-0.0660333
178	0.0356	2.65367	1.37701	-4.9726	6.38226	10.9944	-17.5091	-0.0561857	-0.0540047	-0.0592073	-0.0566155	-0.0581102	-0.0579632	-0.0612434	-0.0660284
179	0.0358	2.67844	1.12712	-4.97108	6.64536	11.3366	-18.8088	-0.0559947	-0.0540045	-0.0588965	-0.0564252	-0.0581637	-0.0578031	-0.061224	-0.0660235
180	0.036	2.67844	1.12712	-4.97108	6.64536	11.3366	-18.8088	-0.0561338	-0.0540043	-0.0588961	-0.0565756	-0.0581557	-0.0577478	-0.0612049	-0.0660186
181	0.0362	2.67844	1.12712	-4.97108	6.64536	11.3366	-18.8088	-0.0560688	-0.0540041	-0.0587293	-0.0563235	-0.0583297	-0.0574374	-0.061186	-0.0660136
182	0.0364	2.67844	1.12712	-4.97108	6.64536	11.3366	-18.8088	-0.0561326	-0.054004	-0.0588032	-0.0565539	-0.0581922	-0.0575884	-0.0611673	-0.0660087
183	0.0366	2.67844	1.12712	-4.97108	6.64536	11.3366	-18.8088	-0.0558951	-0.0540038	-0.0585031	-0.056308	-0.0580675	-0.0576453	-0.0611489	-0.0660037
184	0.0368	2.7088	0.881214	-4.9697	6.9186	11.7005	-19.9689	-0.0558155	-0.0540037	-0.0585756	-0.0564832	-0.0582302	-0.0573144	-0.0611307	-0.0659987
185	0.037	2.7088	0.881214	-4.9697	6.9186	11.7005	-19.9689	-0.0560326	-0.0540035	-0.0586469	-0.0565782	-0.0582479	-0.0571144	-0.0611127	-0.0659936
186	0.0372	2.7088	0.881214	-4.9697	6.9186	11.7005	-19.9689	-0.0560534	-0.0540034	-0.0587967	-0.0566051	-0.0583416	-0.0568122	-0.061095	-0.0659886
187	0.0374	2.7088	0.881214	-4.9697	6.9186	11.7005	-19.9689	-0.0561956	-0.0540033	-0.0587301	-0.0568234	-0.0581711	-0.0565109	-0.0610775	-0.0659835
188	0.0376	2.7088	0.881214	-4.9697	6.9186	11.7005	-19.9689	-0.0562966	-0.0540031	-0.0586383	-0.0567141	-0.0579343	-0.0564316	-0.0610603	-0.0659785
189	0.0378	2.74553	0.640536	-4.96846	7.20412	12.0977	-20.8781	-0.0564075	-0.054003	-0.0585561	-0.0568247	-0.0577429	-0.0562516	-0.0610432	-0.0659734
190	0.038	2.74553	0.640536	-4.96846	7.20412	12.0977	-20.8781	-0.0562876	-0.0540029	-0.0584382	-0.0566023	-0.0578023	-0.0564303	-0.0610264	-0.0659683
191	0.0382	2.74553	0.640536	-4.96846	7.20412	12.0977	-20.8781	-0.0562494	-0.0540028	-0.0583857	-0.0565326	-0.0575867	-0.0565862	-0.0610099	-0.0659631
192	0.0384	2.74553	0.640536	-4.96846	7.20412	12.0977	-20.8781	-0.056109	-0.0540027	-0.0583945	-0.0564042	-0.0575407	-0.0564998	-0.0609935	-0.065958
193	0.0386	2.74553	0.640536	-4.96846	7.20412	12.0977	-20.8781	-0.0558312	-0.0540026	-0.0583303	-0.0562034	-0.0574883	-0.056554	-0.0609774	-0.0659529
194	0.0388	2.78733	0.405302	-4.96707	7.5102	12.6401	-20.0559	-0.0557863	-0.0540025	-0.0581706	-0.0560181	-0.0575865	-0.0567181	-0.0609615	-0.0659477
195	0.039	2.78733	0.405302	-4.96707	7.5102	12.6401	-20.0559	-0.0557027	-0.0540024	-0.0580344	-0.055856	-0.057575	-0.0567017	-0.0609458	-0.0659426
196	0.0392	2.78733	0.405302	-4.96707	7.5102	12.6401	-20.0559	-0.0556696	-0.0540023	-0.0581091	-0.0559998	-0.0575122	-0.0564882	-0.0609303	-0.0659374
197	0.0394	2.78733	0.405302	-4.96707	7.5102	12.6401	-20.0559	-0.055417	-0.0540022	-0.0579506	-0.0559745	-0.0572013	-0.0566211	-0.060915	-0.0659322
198	0.0396	2.78733	0.405302	-4.96707	7.5102	12.6401	-20.0559	-0.0556352	-0.0540021	-0.0577574	-0.055825	-0.057105	-0.0564275	-0.0609	-0.065927
199	0.0398	2.8362	0.176831	-4.96656	7.82623	13.205	-19.1854	-0.0554136	-0.054002	-0.0576221	-0.0559679	-0.057252	-0.0563429	-0.0608851	-0.0659218
200	0.04	2.8362	0.176831	-4.96656	7.82623	13.205	-19.1854	-0.055594	-0.0540019	-0.0574662	-0.055917	-0.0573582	-0.0562049	-0.0608705	-0.0659166
201	0.0402	2.8362	0.176831	-4.96656	7.82623	13.205	-19.1854	-0.0553521	-0.0540019	-0.057659	-0.0556764	-0.0572569	-0.0561867	-0.0608561	-0.0659114
202	0.0404	2.8362	0.176831	-4.96656	7.82623	13.205	-19.1854	-0.0555456	-0.0540018	-0.0577639	-0.0559063	-0.0574926	-0.0562646	-0.0608419	-0.0660592
203	0.0406	2.8362	0.176831	-4.96656	7.82623	13.205	-19.1854	-0.05539	-0.0540017	-0.0577669	-0.0560491	-0.0581084	-0.0560464	-0.0608279	-0.0661848
204	0.0408	2.89113	-0.0450488	-4.96607	8.15029	13.789	-18.3051	-0.0555538	-0.0540016	-0.0575343	-0.0562502	-0.0585947	-0.0558041	-0.0608141	-0.0662912
205	0.041	2.89113	-0.0450488	-4.96607	8.15029	13.789	-18.3051	-0.0553068	-0.0540016	-0.0575269	-0.0560573	-0.0589244	-0.0555443	-0.0608004	-0.0663813
206	0.0412	2.89113	-0.0450488	-4.96607	8.15029	13.789	-18.3051	-0.0550936	-0.0540015	-0.0572845	-0.0561929	-0.059178	-0.0557408	-0.060787	-0.0664571
207	0.0414	2.89113	-0.0450488	-4.96607	8.15029	13.789	-18.3051	-0.055027	-0.0540015	-0.0574107	-0.0559991	-0.0593516	-0.0556128	-0.0607738	-0.0665207
208	0.0416	2.89113	-0.0450488	-4.96607	8.15029	13.789	-18.3051	0	-0.0540014	-0.057293	-0.0558247	-0.0594867	-0.0556572	-0.0607608	-0.0665737
209	0.0418	3.00789	-0.125026	-4.95758	8.48965	14.3915	-17.4182	-0.0554635	-0.0540013	-0.0576006	-0.0556483	-0.0594461	-0.055631	-0.060748	-0.0666176
210	0.042	3.00789	-0.125026	-4.95758	8.48965	14.3915	-17.4182	-0.0561092	-0.0540013	-0.0578951	-0.0555738	-0.0597287	-0.0557043	-0.0607353	-0.0666535
211	0.0422	3.00789	-0.125026	-4.95758	8.48965	14.3915	-17.4182	-0.056557	-0.0540012	-0.058256	-0.0554242	-0.0601223	-0.0558055	-0.0607229	-0.0666826
212	0.0424	3.00789	-0.125026	-4.95758	8.48965	14.3915	-17.4182	-0.0568438	-0.0540012	-0.0583759	-0.0553722	-0.0603224	-0.0556022	-0.0607106	-0.0667057
213	0.0426	3.00789	-0.125026	-4.95758	8.48965	14.3915	-17.4182	-0.0573309	-0.0540011	-0.0587777	-0.0550662	-0.0604529	-0.0556165	-0.0606985	-0.0667237
214	0.0428	3.17073	-0.0965399	-4.95912	8.83877	15.0029	-16.5767	-0.0576297	-0.0540011	-0.0589757	0	-0.0604461	-0.0557207	-0.0606866	-0.0667372
215	0.043	3.17073	-0.0965399	-4.95912	8.83877	15.0029	-16.5767	-0.0580122	-0.0540011	-0.0591804	-0.0552822	-0.0599727	-0.0557856	0	-0.0667468
216	0.0432	3.17073	-0.0965399	-4.95912	8.83877	15.0029	-16.5767	-0.0584006	-0.054001	-0.0591912	-0.0558186	-0.0591917	-0.0558897	-0.0574995	-0.0667531
217	0.0434	3.17073	-0.0965399	-4.95912	8.83877	15.0029	-16.5767	-0.0584399	-0.054001	-0.0591178	-0.0560015	-0.058568	-0.0560165	-0.0565141	-0.0667564
218	0.0436	3.17073	-0.0965399	-4.95912	8.83877	15.0029	-16.5767	-0.0588199	-0.0540009	-0.0590325	-0.0563314	-0.0582845	-0.0557374	-0.0557338	-0.0667572
219	0.0438	3.34723	-0.031209	-4.96563	9.18811	15.6119	-15.8134	-0.0590747	-0.0540009	-0.0591466	-0.0564655	-0.0580248	-0.055553	-0.0551267	-0.0667557
220	0.044	3.34723	-0.031209	-4.96563	9.18811	15.6119	-15.8134	-0.0592683	-0.0540009	-0.0593063	-0.0565062	-0.0579097	-0.0553777	-0.054666	-0.0667524
221	0.0442	3.34723	-0.031209	-4.96563	9.18811	15.6119	-15.8134	-0.059526	-0.0540008	-0.0592995	-0.0568004	-0.0575949	-0.0554192	-0.0543294	-0.0667473
222	0.0444	3.34723	-0.031209	-4.96563	9.18811	15.6119	-15.8134	-0.0596951	-0.0540008	-0.0591977	-0.0568534	-0.0574267	-0.055464	-0.054098	-0.0667408
223	0.0446	3.34723	-0.031209	-4.96563	9.18811	15.6119	-15.8134	-0.0599551	-0.0540008	-0.0592868	-0.0569384	-0.0575659	-0.0555995	-0.0539556	-0.0667331
224	0.0448	3.52308	0.041966	-4.96999	9.53077	16.2083	-15.1438	-0.0597428	-0.0540007	-0.0591304	-0.0571877	-0.0572662	-0.0557846	-0.0538887	-0.0667242
225	0.045	3.52308	0.041966	-4.96999	9.53077	16.2083	-15.1438	-0.0599366	-0.0540007	-0.0592128	-0.0574956	-0.0569876	-0.055736	-0.0538856	-0.0667144
226	0.0452	3.52308	0.041966	-4.96999	9.53077	16.2083	-15.1438	-0.0601109	-0.0540007	-0.0590606	-0.0578659	-0.0568253	-0.0557169	0	-0.0667038
227	0.0454	3.52308	0.041966	-4.96999	9.53077	16.2083	-15.1438	-0.0599641	-0.0540007	-0.0592992	-0.0577663	-0.0568659	-0.0555412	-0.0546307	-0.0666925
228	0.0456	3.52308	0.041966	-4.96999	9.53077	16.2083	-15.1438	-0.060032	-0.0540006	-0.059366	-0.0578775	-0.0567028	-0.0554281	-0.0552812	-0.0666806
229	0.0458	3.69826	0.126943	-4.97191	9.86247	16.7846	-14.5702	-0.0602061	-0.0540006	-0.0594721	-0.05798	-0.0566859	-0.0552978	-0.055892	-0.0666681
230	0.046	3.69826	0.126943	-4.97191	9.86247	16.7846	-14.5702	-0.0598983	-0.0540006	-0.0594861	-0.0581367	-0.0566433	-0.055032	-0.0564665	-0.0666552
231	0.0462	3.69826	0.126943	-4.97191	9.86247	16.7846	-14.5702	-0.0598435	-0.0540006	-0.0593956	-0.0583438	-0.0565475	-0.0550331	-0.0570078	-0.0666418
232	0.0464	3.69826	0.126943	-4.97191	9.86247	16.7846	-14.5702	-0.0598239	-0.0540005	-0.0595061	-0.0583731	-0.0566053	0	-0.0575185	-0.0666282
233	0.0466	3.69826	0.126943	-4.97191	9.86247	16.7846	-14.5702	-0.0596348	-0.0540005	-0.0594895	-0.0584315	-0.0566485	-0.0554114	-0.0580008	-0.0666143
234	0.0468	3.87344	0.226606	-4.9738	10.1809	17.3356	-14.09	-0.0596318	-0.0540005	-0.0593063	-0.0586214	-0.0566662	-0.0559703	-0.0584568	-0.0666001
235	0.047	3.87344	0.226606	-4.9738	10.1809	17.3356	-14.09	-0.0596445	-0.0540005	-0.0592147	-0.0583897	-0.0568051	-0.056541	-0.0588882	-0.0665857
236	0.0472	3.87344	0.226606	-4.9738	10.1809	17.3356	-14.09	-0.0597917	-0.0540005	-0.0594471	-0.0583386	-0.0569433	-0.0567218	-0.0592966	-0.0665712
237	0.0474	3.87344	0.226606	-4.9738	10.1809	17.3356	-14.09	-0.0594699	-0.0540004	-0.0593548	-0.05843	-0.0568201	-0.0571377	-0.0596835	-0.0665565
238	0.0476	3.87344	0.226606	-4.9738	10.1809	17.3356	-14.09	-0.0594701	-0.0540004	-0.0592988	-0.0584033	-0.0568345	-0.0574225	-0.06005	-0.0665418
239	0.0478	4.049	0.343242	-4.97568	10.4842	17.8551	-13.7413	-0.0592152	-0.0540004	-0.0594602	-0.0583591	-0.0568243	-0.0576284	-0.0603974	-0.0665269
240	0.048	4.049	0.343242	-4.97568	10.4842	17.8551	-13.7413	-0.0592101	-0.0540004	-0.0596581	-0.0581891	-0.0569484	-0.0577279	-0.0607267	-0.066512
241	0.0482	4.049	0.343242	-4.97568	10.4842	17.8551	-13.7413	-0.0592335	-0.0540004	-0.0596424	-0.0580122	-0.0568025	-0.0580553	-0.0610388	-0.066497
242	0.0484	4.049	0.343242	-4.97568	10.4842	17.8551	-13.7413	-0.0588987	-0.0540004	-0.0596189	-0.0580928	-0.0570766	-0.0582615	-0.0613348	-0.0664821
243	0.0486	4.049	0.343242	-4.97568	10.4842	17.8551	-13.7413	-0.0589098	-0.0540003	-0.0597348	-0.0582302	-0.0572572	-0.0584984	-0.0616154	-0.066467
244	0.0488	4.22166	0.475224	-4.97755	10.7683	18.329	-13.7052	-0.0588026	-0.0540003	-0.0597771	-0.0581607	-0.057098	-0.0584096	-0.0618813	-0.066452
245	0.049	4.22166	0.475224	-4.97755	10.7683	18.329	-13.7052	-0.0587654	-0.0540003	-0.0595827	-0.0583471	-0.0568988	-0.0585914	-0.0621334	-0.0664371
246	0.0492	4.22166	0.475224	-4.97755	10.7683	18.329	-13.7052	-0.0587234	-0.0540003	-0.0597121	-0.0583066	-0.0571062	-0.058738	-0.0623723	-0.0664221
247	0.0494	4.22166	0.475224	-4.97755	10.7683	18.329	-13.7052	-0.0586565	-0.0540003	-0.0594421	-0.0582651	-0.0572942	-0.0587243	-0.0625986	-0.0664071
248	0.0496	4.22166	0.475224	-4.97755	10.7683	18.329	-13.7052	-0.0583999	-0.0540003	-0.0594736	-0.0581777	-0.0571295	-0.0588999	-0.062813	-0.0663922
249	0.0498	4.38925	0.621103	-4.97925	11.0318	18.7506	-14.0705	-0.0584439	-0.0540003	-0.0594072	-0.0581418	-0.057352	-0.058839	-0.063016	-0.0663773
250	0.05	4.38925	0.621103	-4.97925	11.0318	18.7506	-14.0705	-0.0582658	-0.0540003	-0.0594777	-0.0581389	-0.0572333	-0.0588257	-0.0632082	-0.0663625
251	0.0502	4.38925	0.621103	-4.97925	11.0318	18.7506	-14.0705	-0.0582385	-0.0540003	-0.0593143	-0.058224	-0.0573142	-0.058735	-0.0633901	-0.0663477
252	0.0504	4.38925	0.621103	-4.97925	11.0318	18.7506	-14.0705	-0.0580955	-0.0540002	-0.0594231	-0.057984	-0.0575085	-0.0586619	-0.0635623	-0.066333
253	0.0506	4.38925	0.621103	-4.97925	11.0318	18.7506	-14.0705	-0.0578104	-0.0540002	-0.0591822	-0.0578846	-0.0573055	-0.0587868	-0.0637251	-0.0663184
254	0.0508	4.55032	0.780243	-4.97727	11.2739	19.1199	-14.8492	-0.0578639	-0.0540002	-0.0590471	-0.0581049	-0.0573119	-0.0589026	-0.063879	-0.0663038
255	0.051	4.55032	0.780243	-4.97727	11.2739	19.1199	-14.8492	-0.0576394	-0.0540002	-0.0589662	-0.0579468	-0.0574932	-0.0587072	-0.0640245	-0.0662893
256	0.0512	4.55032	0.780243	-4.97727	11.2739	19.1199	-14.8492	-0.0573315	-0.0540002	-0.0591772	-0.0580877	-0.0576927	-0.0588795	-0.064162	-0.0662748
257	0.0514	4.55032	0.780243	-4.97727	11.2739	19.1199	-14.8492	-0.0574223	-0.0540002	-0.0593286	-0.0578694	-0.0574784	-0.0588403	-0.0642919	-0.0662605
258	0.0516	4.55032	0.780243	-4.97727	11.2739	19.1199	-14.8492	-0.0573436	-0.0540002	-0.0590588	-0.0577549	-0.0576824	-0.0589243	-0.0644145	-0.0662462
259	0.0518	4.70297	0.950826	-4.9752	11.4946	19.4404	-15.999	-0.0571454	-0.0540002	-0.0589037	-0.0579145	-0.0574509	-0.0590282	-0.0645302	-0.066232
260	0.052	4.70297	0.950826	-4.9752	11.4946	19.4404	-15.999	-0.0572698	-0.0540002	-0.0590533	-0.0580941	-0.0573767	-0.0591836	-0.0646394	-0.0662178
261	0.0522	4.70297	0.950826	-4.9752	11.4946	19.4404	-15.999	-0.0572636	-0.0540002	-0.058784	-0.058247	-0.0574403	-0.0589995	-0.0647423	-0.0662038
262	0.0524	4.70297	0.950826	-4.9752	11.4946	19.4404	-15.999	-0.0574102	-0.0540002	-0.0588392	-0.0581893	-0.0573653	-0.0591563	-0.0648394	-0.0661898
263	0.0526	4.70297	0.950826	-4.9752	11.4946	19.4404	-15.999	-0.0573542	-0.0540002	-0.0589591	-0.0580255	-0.0574983	-0.0590067	-0.0649308	-0.0661759
264	0.0528	4.84537	1.13104	-4.97343	11.6939	19.7162	-17.4589	-0.0571735	-0.0540002	-0.0588031	-0.0581731	-0.057453	-0.0588394	-0.0650169	-0.0661621
265	0.053	4.84537	1.13104	-4.97343	11.6939	19.7162	-17.4589	-0.0572155	-0.0540001	-0.0585269	-0.0580213	-0.0575487	-0.0586759	-0.065098	-0.0661484
266	0.0532	4.84537	1.13104	-4.97343	11.6939	19.7162	-17.4589	-0.0568964	-0.0540001	-0.0582622	-0.0580477	-0.057591	-0.0587657	-0.0651743	-0.0661348
267	0.0534	4.84537	1.13104	-4.97343	11.6939	19.7162	-17.4589	-0.0568876	-0.0540001	-0.0582194	-0.0578604	-0.0574441	-0.0584862	-0.065246	-0.0661213
268	0.0536	4.84537	1.13104	-4.97343	11.6939	19.7162	-17.4589	-0.0566648	-0.0540001	-0.058059	-0.0578399	-0.0573825	-0.0584117	-0.0653135	-0.0661078
269	0.0538	4.97618	1.31918	-4.97183	11.874	19.96	-19.1096	-0.0564284	-0.0540001	-0.0581589	-0.0577943	-0.0574931	-0.0582886	-0.0653768	-0.0660944
270	0.054	4.97618	1.31918	-4.97183	11.874	19.96	-19.1096	-0.0565919	-0.0540001	-0.0579541	-0.0578917	-0.0573508	-0.0579933	-0.0654364	-0.0660812
271	0.0542	4.97618	1.31918	-4.97183	11.874	19.96	-19.1096	-0.056531	-0.0540001	-0.057706	-0.0576138	-0.0575507	-0.0577152	-0.0654922	-0.066068
272	0.0544	4.97618	1.31918	-4.97183	11.874	19.96	-19.1096	-0.0565486	-0.0540001	-0.0577837	-0.0575594	-0.057448	-0.0575647	-0.0655446	-0.0660548
273	0.0546	4.97618	1.31918	-4.97183	11.874	19.96	-19.1096	-0.0566265	-0.0540001	-0.057619	-0.0576284	-0.0576704	-0.0574403	-0.0655937	-0.0660418
274	0.0548	5.09422	1.51305	-4.97041	12.037	20.1854	-20.8199	-0.056395	-0.0540001	-0.0573982	-0.0578233	-0.0574667	-0.0576135	-0.0656398	-0.0660289
275	0.055	5.09422	1.51305	-4.97041	12.037	20.1854	-20.8199	-0.056135	-0.0540001	-0.0573916	-0.0575282	-0.0576931	-0.0575028	-0.0656829	-0.066016
276	0.0552	5.09422	1.51305	-4.97041	12.037	20.1854	-20.8199	-0.0558824	-0.0540001	-0.0574715	-0.0574052	-0.0577343	-0.0576199	-0.0657232	-0.0660033
277	0.0554	5.09422	1.51305	-4.97041	12.037	20.1854	-20.8199	-0.0557857	-0.0540001	-0.0572155	-0.05732	-0.0576487	-0.0575136	-0.0657609	-0.0659906
278	0.0556	5.09422	1.51305	-4.97041	12.037	20.1854	-20.8199	-0.0559671	-0.0540001	-0.0572138	-0.0573688	-0.0577086	-0.0573388	-0.0657962	-0.065978
279	0.0558	5.19415	1.70933	-4.96858	12.1854	20.5612	-20.0986	-0.0559027	-0.0540001	-0.0573245	-0.0570679	-0.0576595	-0.0575245	-0.0658291	-0.0659655
280	0.056	5.19415	1.70933	-4.96858	12.1854	20.5612	-20.0986	-0.0559791	-0.0540001	-0.0570838	-0.056859	-0.057411	-0.0574859	-0.0658598	-0.0659531
281	0.0562	5.19415	1.70933	-4.96858	12.1854	20.5612	-20.0986	-0.0561027	-0.0540001	-0.0570066	-0.0566871	-0.0574467	-0.0573082	-0.0658884	-0.0659408
282	0.0564	5.19415	1.70933	-4.96858	12.1854	20.5612	-20.0986	-0.0558848	-0.0540001	-0.0569122	-0.0565841	-0.0573491	-0.0574852	-0.0659151	-0.0659285
283	0.0566	5.19415	1.70933	-4.96858	12.1854	20.5612	-20.0986	-0.05602	-0.0540001	-0.0567902	-0.0564225	-0.0574872	-0.0574871	-0.0659398	-0.0659164
284	0.0568	5.28057	1.90548	-4.96816	12.3213	20.9074	-19.8279	-0.0558761	-0.0540001	-0.0570339	-0.0564427	-0.0577003	-0.0572573	-0.0659629	-0.0659043
285	0.057	5.28057	1.90548	-4.96816	12.3213	20.9074	-19.8279	-0.0558307	-0.0540001	-0.057243	-0.0564298	-0.0574293	-0.0573212	-0.0659842	-0.0658923
286	0.0572	5.28057	1.90548	-4.96816	12.3213	20.9074	-19.8279	-0.0556288	-0.0540001	-0.057105	-0.0564767	-0.0575263	-0.0571453	-0.0660041	-0.0658804
287	0.0574	5.28057	1.90548	-4.96816	12.3213	20.9074	-19.8279	-0.0556775	-0.0540001	-0.0571282	-0.0565302	-0.0574412	-0.0571758	-0.0660224	-0.0658685
288	0.0576	5.28057	1.90548	-4.96816	12.3213	20.9074	-19.8279	-0.0555813	-0.0540001	-0.0571334	-0.0563138	-0.0577559	-0.0573027	-0.0660394	-0.0660117
289	0.0578	5.35414	2.09926	-4.96738	12.4489	21.2328	-19.9891	-0.0553536	-0.0540001	-0.0568993	-0.0562517	-0.0579372	-0.0574572	-0.066055	-0.0661331
290	0.058	5.35414	2.09926	-4.96738	12.4489	21.2328	-19.9891	-0.055394	-0.0540001	-0.0568475	-0.0560309	-0.0581162	-0.0572977	-0.0660694	-0.0662358
291	0.0582	5.35414	2.09926	-4.96738	12.4489	21.2328	-19.9891	-0.0553428	-0.054	-0.056914	-0.0561109	-0.058463	-0.0571785	-0.0660827	-0.0663223
